use_in_application,reason_for_use,register_id,register_name_dk,register_name_english,variable_name,description_dk,description_english,register_start_year,register_start_month,register_last_year,register_last_month,date_last_update,variable_start_year,variable_end_year,register_url,variable_times_url,variable_hkd_url
1,To use to determine socioeconomic position information.,AKM,Arbejdsklassifikationsmodulet,The work classification module,DISCOSEL_INDK,Fagkode for arbejde i selvstændig virksomhed (AKM),Subject code for work in self-employment (AKM),1976,,2018,,21/11/2019,1991,2009,https://www.dst.dk/extranet/ForskningVariabellister/AKM%20-%20Arbejdsklassifikationsmodulet.html,,
1,To use to determine socioeconomic position information.,AKM,Arbejdsklassifikationsmodulet,The work classification module,DISCOTYP,Kilde til lønmodtager DISCO-koden (AKM),Source for employee DISCO code (AKM),1976,,2018,,21/11/2019,1991,2018,https://www.dst.dk/extranet/ForskningVariabellister/AKM%20-%20Arbejdsklassifikationsmodulet.html,https://www.dst.dk/da/Statistik/dokumentation/Times/Personindkomst/DISCOTYP,https://dst.dk/da/TilSalg/Forskningsservice/Dokumentation/hoejkvalitetsvariable/Personers-tilknytning-til-arbejdsmarkedet-set-over-hele-aaret--AKM-/DISCOTYP
1,To use to determine socioeconomic position information.,AKM,Arbejdsklassifikationsmodulet,The work classification module,DISCO_ALLE_INDK_13,"Fagklassifikation for beskæftigelsesforhold, fra 1991 TIL 2009 (AKM)","Professional classification for employment conditions, from 1991 TO 2009 (AKM)",1976,,2018,,21/11/2019,1991,2009,https://www.dst.dk/extranet/ForskningVariabellister/AKM%20-%20Arbejdsklassifikationsmodulet.html,https://www.dst.dk/da/Statistik/dokumentation/Times/Personindkomst/DISCO-ALLE-INDK-13,https://dst.dk/da/TilSalg/Forskningsservice/Dokumentation/hoejkvalitetsvariable/Personers-tilknytning-til-arbejdsmarkedet-set-over-hele-aaret--AKM-/DISCO-ALLE-INDK-13
1,To use to determine socioeconomic position information.,AKM,Arbejdsklassifikationsmodulet,The work classification module,FUNK_TIMEANT,Personens samlede antal arbejdstimer i året.,The person's total number of working hours per year.,1976,,2018,,21/11/2019,2008,2018,https://www.dst.dk/extranet/ForskningVariabellister/AKM%20-%20Arbejdsklassifikationsmodulet.html,,
,,AKM,Arbejdsklassifikationsmodulet,The work classification module,NACE,"Branche for væsentligste beskæftigelse, fra 1992 til 2007 (AKM)","Industry for main employment, from 1992 to 2007 (AKM)",1976,,2018,,21/11/2019,1992,2007,https://www.dst.dk/extranet/ForskningVariabellister/AKM%20-%20Arbejdsklassifikationsmodulet.html,https://www.dst.dk/da/Statistik/dokumentation/Times/Personindkomst/NACE,https://dst.dk/da/TilSalg/Forskningsservice/Dokumentation/hoejkvalitetsvariable/Personers-tilknytning-til-arbejdsmarkedet-set-over-hele-aaret--AKM-/NACE
1,To use to determine socioeconomic position information.,AKM,Arbejdsklassifikationsmodulet,The work classification module,NACEA,Branchegruppering for arbejdssted (1993 til 2007) (AKM),Industry grouping for workplace (1993 to 2007) (AKM),1976,,2018,,21/11/2019,1992,2007,https://www.dst.dk/extranet/ForskningVariabellister/AKM%20-%20Arbejdsklassifikationsmodulet.html,,
1,To use to determine socioeconomic position information.,AKM,Arbejdsklassifikationsmodulet,The work classification module,NACEA_DB07,Branchegruppering for arbejdssted ( fra 2007) (AKM),Industry grouping for workplace (from 2007) (AKM),1976,,2018,,21/11/2019,2007,2018,https://www.dst.dk/extranet/ForskningVariabellister/AKM%20-%20Arbejdsklassifikationsmodulet.html,,
1,To use to determine socioeconomic position information.,AKM,Arbejdsklassifikationsmodulet,The work classification module,NACEI,Branchekode for selvstændige og medarbejdende ægtefællers virksomhed(1993 til 2007) (AKM),Industry code for the business of self-employed and employed spouses (1993 to 2007) (AKM),1976,,2018,,21/11/2019,1993,2007,https://www.dst.dk/extranet/ForskningVariabellister/AKM%20-%20Arbejdsklassifikationsmodulet.html,,
1,To use to determine socioeconomic position information.,AKM,Arbejdsklassifikationsmodulet,The work classification module,NACEI_DB07,Branchegruppering for indehaver (Selvstændig eller medhjælpende ægtefælle) (fra 2007) (AKM),Industry grouping for owner (Self-employed or assisting spouse) (from 2007) (AKM),1976,,2018,,21/11/2019,2007,2018,https://www.dst.dk/extranet/ForskningVariabellister/AKM%20-%20Arbejdsklassifikationsmodulet.html,,
1,To use to determine socioeconomic position information.,AKM,Arbejdsklassifikationsmodulet,The work classification module,NACE_13,"Branche for væsentligste beskæftigelse, fra 1993 til 2007 (AKM)","Industry for main employment, from 1993 to 2007 (AKM)",1976,,2018,,21/11/2019,1993,2007,https://www.dst.dk/extranet/ForskningVariabellister/AKM%20-%20Arbejdsklassifikationsmodulet.html,https://www.dst.dk/da/Statistik/dokumentation/Times/Personindkomst/NACE-13,https://dst.dk/da/TilSalg/Forskningsservice/Dokumentation/hoejkvalitetsvariable/Personers-tilknytning-til-arbejdsmarkedet-set-over-hele-aaret--AKM-/NACE-13
1,To use to determine socioeconomic position information.,AKM,Arbejdsklassifikationsmodulet,The work classification module,NACE_DB07,"Branche for væsentligste beskæftigelse, fra 2008-2013 (AKM)","Industry for most important employment, from 2008-2013 (AKM)",1976,,2018,,21/11/2019,2007,2013,https://www.dst.dk/extranet/ForskningVariabellister/AKM%20-%20Arbejdsklassifikationsmodulet.html,https://www.dst.dk/da/Statistik/dokumentation/Times/Personindkomst/NACE-DB07,https://dst.dk/da/TilSalg/Forskningsservice/Dokumentation/hoejkvalitetsvariable/Personers-tilknytning-til-arbejdsmarkedet-set-over-hele-aaret--AKM-/NACE-DB07
1,To use to determine socioeconomic position information.,AKM,Arbejdsklassifikationsmodulet,The work classification module,NACE_DB07_13,"Branche for væsentligste beskæftigelse, fra 2007(AKM)","Industry for most important employment, from 2007 (AKM)",1976,,2018,,21/11/2019,2007,2018,https://www.dst.dk/extranet/ForskningVariabellister/AKM%20-%20Arbejdsklassifikationsmodulet.html,https://www.dst.dk/da/Statistik/dokumentation/Times/Personindkomst/NACE-DB07-13,https://dst.dk/da/TilSalg/Forskningsservice/Dokumentation/hoejkvalitetsvariable/Personers-tilknytning-til-arbejdsmarkedet-set-over-hele-aaret--AKM-/NACE-DB07-13
1,To use to determine socioeconomic position information.,AKM,Arbejdsklassifikationsmodulet,The work classification module,NYSTGR,Stillingsgruppering 1980 til 1995 (AKM),Job grouping 1980 to 1995 (AKM),1976,,2018,,21/11/2019,1980,1999,https://www.dst.dk/extranet/ForskningVariabellister/AKM%20-%20Arbejdsklassifikationsmodulet.html,https://www.dst.dk/da/Statistik/dokumentation/Times/Personindkomst/NYSTGR,https://dst.dk/da/TilSalg/Forskningsservice/Dokumentation/hoejkvalitetsvariable/Personers-tilknytning-til-arbejdsmarkedet-set-over-hele-aaret--AKM-/NYSTGR
,,AKM,Arbejdsklassifikationsmodulet,The work classification module,OMFANG,Omfang af skattepligt,Extent of tax liability,1976,,2018,,21/11/2019,1991,2018,https://www.dst.dk/extranet/ForskningVariabellister/AKM%20-%20Arbejdsklassifikationsmodulet.html,https://www.dst.dk/da/Statistik/dokumentation/Times/Personindkomst/OMFANG,https://dst.dk/da/TilSalg/Forskningsservice/Dokumentation/hoejkvalitetsvariable/Personindkomster/OMFANG
1,To link with other data sources.,AKM,Arbejdsklassifikationsmodulet,The work classification module,PNR,Personnummer,Social security number,1976,,2018,,21/11/2019,1976,2018,https://www.dst.dk/extranet/ForskningVariabellister/AKM%20-%20Arbejdsklassifikationsmodulet.html,https://www.dst.dk/da/Statistik/dokumentation/Times/Forskningsservice/PNR,https://dst.dk/da/TilSalg/Forskningsservice/Dokumentation/hoejkvalitetsvariable/Folketal/PNR
,,AKM,Arbejdsklassifikationsmodulet,The work classification module,SENR,SENR,SENR,1976,,2018,,21/11/2019,1985,2002,https://www.dst.dk/extranet/ForskningVariabellister/AKM%20-%20Arbejdsklassifikationsmodulet.html,https://www.dst.dk/da/Statistik/dokumentation/Times/Moduldata-for-Arbejdsmarked/SENR,https://dst.dk/da/TilSalg/Forskningsservice/Dokumentation/hoejkvalitetsvariable/Loenoplysninger-fra-det-centrale-oplysningsseddelregister/SENR
,,AKM,Arbejdsklassifikationsmodulet,The work classification module,SENRI,SE-nummer for den virksomhed som personen ejer,SE number of the company that the person owns,1976,,2018,,21/11/2019,1985,2002,https://www.dst.dk/extranet/ForskningVariabellister/AKM%20-%20Arbejdsklassifikationsmodulet.html,,
,,AKM,Arbejdsklassifikationsmodulet,The work classification module,SENRL,SE-nummer for lønmodtager,SE number for employee,1976,,2018,,21/11/2019,1985,1998,https://www.dst.dk/extranet/ForskningVariabellister/AKM%20-%20Arbejdsklassifikationsmodulet.html,,
1,To use to determine socioeconomic position information.,AKM,Arbejdsklassifikationsmodulet,The work classification module,SOCIO,Socioøkonomisk klassifikation fra 1994 til 2001 (AKM),Socio-economic classification from 1994 to 2001 (AKM),1976,,2018,,21/11/2019,1994,2001,https://www.dst.dk/extranet/ForskningVariabellister/AKM%20-%20Arbejdsklassifikationsmodulet.html,https://www.dst.dk/da/Statistik/dokumentation/Times/Personindkomst/SOCIO,https://dst.dk/da/TilSalg/Forskningsservice/Dokumentation/hoejkvalitetsvariable/Personers-tilknytning-til-arbejdsmarkedet-set-over-hele-aaret--AKM-/SOCIO
1,To use to determine socioeconomic position information.,AKM,Arbejdsklassifikationsmodulet,The work classification module,SOCIO02,Socioøkonomisk klassifikation fra 2002 (AKM),Socio-economic classification from 2002 (AKM),1976,,2018,,21/11/2019,2002,2013,https://www.dst.dk/extranet/ForskningVariabellister/AKM%20-%20Arbejdsklassifikationsmodulet.html,https://www.dst.dk/da/Statistik/dokumentation/Times/Personindkomst/SOCIO02,https://dst.dk/da/TilSalg/Forskningsservice/Dokumentation/hoejkvalitetsvariable/Personers-tilknytning-til-arbejdsmarkedet-set-over-hele-aaret--AKM-/SOCIO02
1,To use to determine socioeconomic position information.,AKM,Arbejdsklassifikationsmodulet,The work classification module,SOCIO13,Socioøkonomisk klassifikation version 2013 (AKM),Socio-economic classification version 2013 (AKM),1976,,2018,,21/11/2019,1991,2018,https://www.dst.dk/extranet/ForskningVariabellister/AKM%20-%20Arbejdsklassifikationsmodulet.html,https://www.dst.dk/da/Statistik/dokumentation/Times/Personindkomst/SOCIO13,https://dst.dk/da/TilSalg/Forskningsservice/Dokumentation/hoejkvalitetsvariable/Personers-tilknytning-til-arbejdsmarkedet-set-over-hele-aaret--AKM-/SOCIO13
1,To use to determine socioeconomic position information.,AKM,Arbejdsklassifikationsmodulet,The work classification module,SOCIO_GL,Socioøkonomisk klassifikation fra 1976 til 1990,Socio-economic classification from 1976 to 1990,1976,,2018,,21/11/2019,1976,1990,https://www.dst.dk/extranet/ForskningVariabellister/AKM%20-%20Arbejdsklassifikationsmodulet.html,,
1,To use to determine socioeconomic position information.,AKM,Arbejdsklassifikationsmodulet,The work classification module,TYP,Stillingstype,Job type,1976,,2018,,21/11/2019,1980,1999,https://www.dst.dk/extranet/ForskningVariabellister/AKM%20-%20Arbejdsklassifikationsmodulet.html,,
,,AKM,Arbejdsklassifikationsmodulet,The work classification module,VERSION,Moduldata version,Modular data version,1976,,2018,,21/11/2019,1991,2018,https://www.dst.dk/extranet/ForskningVariabellister/AKM%20-%20Arbejdsklassifikationsmodulet.html,,
,,AKM,Arbejdsklassifikationsmodulet,The work classification module,VIRKF,Virksomhedskode angiver hvilken form for ejerskab der er på den arbejdsplads personen får størst erhrvsindkomst fra (AKM),Company code indicates what kind of ownership is in the workplace the person receives the most earned income from (AKM),1976,,2018,,21/11/2019,2001,2013,https://www.dst.dk/extranet/ForskningVariabellister/AKM%20-%20Arbejdsklassifikationsmodulet.html,,
,,AKM,Arbejdsklassifikationsmodulet,The work classification module,VIRKFA,Virksomhedskode angiver hvilken form for ejerskab der er på den arbejdsplads personen får størstklønindkomst/arbejdstimer (AKM),Company code indicates what kind of ownership is in the workplace the person receives the largest salary income / working hours (AKM),1976,,2018,,21/11/2019,2001,2018,https://www.dst.dk/extranet/ForskningVariabellister/AKM%20-%20Arbejdsklassifikationsmodulet.html,,
,,AKM,Arbejdsklassifikationsmodulet,The work classification module,VIRKF_13,Virksomhedskode angiver hvilken form for ejerskab der er på den arbejdsplads personen får størst erhrvsindkomst fra (AKM),Company code indicates what kind of ownership is in the workplace the person receives the most earned income from (AKM),1976,,2018,,21/11/2019,2001,2018,https://www.dst.dk/extranet/ForskningVariabellister/AKM%20-%20Arbejdsklassifikationsmodulet.html,,
,,BEF,Befolkningen,The population,ADRESSE_ID,Bopælsadresse_id,Residence address_id,1985,12,2020,3,15/07/2020,198512,202003,https://www.dst.dk/extranet/ForskningVariabellister/BEF%20-%20Befolkningen.html,,
1,"To determine parent for individuals or to link with individuals parents (or spouses) data in other sources. In the current project at DST we have a register called ""CPST"", CPR status 1976-1980. It include spouse ID, marital status, date of marital status, adress and relocaton address",BEF,Befolkningen,The population,AEGTE_ID,Ægtefælle ID,Spouse ID,1985,12,2020,3,15/07/2020,198512,202003,https://www.dst.dk/extranet/ForskningVariabellister/BEF%20-%20Befolkningen.html,https://www.dst.dk/da/Statistik/dokumentation/Times/CPR-oplysninger/AEGTE-ID,https://dst.dk/da/TilSalg/Forskningsservice/Dokumentation/hoejkvalitetsvariable/Folketal/AEGTE-ID
1,For age of individual,BEF,Befolkningen,The population,ALDER,Alder pr. 1. januar.,Age per 1st of January.,1985,12,2020,3,15/07/2020,198512,202003,https://www.dst.dk/extranet/ForskningVariabellister/BEF%20-%20Befolkningen.html,,
1,To validate with other data sources.,BEF,Befolkningen,The population,ANTBOERNF,Antal børn i familien,Number of children in the family,1985,12,2020,3,15/07/2020,198512,202003,https://www.dst.dk/extranet/ForskningVariabellister/BEF%20-%20Befolkningen.html,https://www.dst.dk/da/Statistik/dokumentation/Times/CPR-oplysninger/ANTBOERNF,https://dst.dk/da/TilSalg/Forskningsservice/Dokumentation/hoejkvalitetsvariable/Familier/ANTBOERNF
1,To validate with other data sources.,BEF,Befolkningen,The population,ANTBOERNH,Antal børn i husstanden,Number of children in the household,1985,12,2020,3,15/07/2020,198512,202003,https://www.dst.dk/extranet/ForskningVariabellister/BEF%20-%20Befolkningen.html,https://www.dst.dk/da/Statistik/dokumentation/Times/Moduldata-for-Befolkning-og-valg/ANTBOERNH,https://dst.dk/da/TilSalg/Forskningsservice/Dokumentation/hoejkvalitetsvariable/Husstande/ANTBOERNH
1,Maybe? Not sure what E-means here.,BEF,Befolkningen,The population,ANTEFAM,Antal E-familier i husstanden,Number of E-families in the household,1985,12,2020,3,15/07/2020,198512,202003,https://www.dst.dk/extranet/ForskningVariabellister/BEF%20-%20Befolkningen.html,,
1,"For use in linking with other data sources, plus to be used as an indicator of how crowded house is during childhood.",BEF,Befolkningen,The population,ANTPERSF,Antal personer i familien,Number of people in the family,1985,12,2020,3,15/07/2020,198512,202003,https://www.dst.dk/extranet/ForskningVariabellister/BEF%20-%20Befolkningen.html,,
1,"For use in linking with other data sources, plus to be used as an indicator of how crowded house is during childhood.",BEF,Befolkningen,The population,ANTPERSH,Antal personer i husstanden,Number of persons in the household,1985,12,2020,3,15/07/2020,198512,202003,https://www.dst.dk/extranet/ForskningVariabellister/BEF%20-%20Befolkningen.html,https://www.dst.dk/da/Statistik/dokumentation/Times/Moduldata-for-Befolkning-og-valg/ANTPERSH,https://dst.dk/da/TilSalg/Forskningsservice/Dokumentation/hoejkvalitetsvariable/Husstande/ANTPERSH
,,BEF,Befolkningen,The population,BETALINGSKOM,Betalingskommune,Payment municipality,1985,12,2020,3,15/07/2020,198512,202003,https://www.dst.dk/extranet/ForskningVariabellister/BEF%20-%20Befolkningen.html,,
1,For use in determining immigration status or moving between regions.,BEF,Befolkningen,The population,BOP_VFRA,Dato for tilflytning/indvandring,Date of move-in / immigration,1985,12,2020,3,15/07/2020,198512,202003,https://www.dst.dk/extranet/ForskningVariabellister/BEF%20-%20Befolkningen.html,,
1,To determine civil status for linking with other data sources.,BEF,Befolkningen,The population,CIVST,Civilstand,Marital status,1985,12,2020,3,15/07/2020,198512,202003,https://www.dst.dk/extranet/ForskningVariabellister/BEF%20-%20Befolkningen.html,https://www.dst.dk/da/Statistik/dokumentation/Times/cpr-oplysninger/civst,https://dst.dk/da/TilSalg/Forskningsservice/Dokumentation/hoejkvalitetsvariable/Folketal/CIVST
1,To determine length of civil status and for linking with other data sources.,BEF,Befolkningen,The population,CIV_VFRA,Civilstandsdato,Marital status date,1985,12,2020,3,15/07/2020,198512,202003,https://www.dst.dk/extranet/ForskningVariabellister/BEF%20-%20Befolkningen.html,https://www.dst.dk/da/Statistik/dokumentation/Times/cpr-oplysninger/civ-vfra,https://dst.dk/da/TilSalg/Forskningsservice/Dokumentation/hoejkvalitetsvariable/Folketal/CIV-VFRA
,,BEF,Befolkningen,The population,CPRTJEK,CPR-tjek,CPR check,1985,12,2020,3,15/07/2020,198512,202003,https://www.dst.dk/extranet/ForskningVariabellister/BEF%20-%20Befolkningen.html,,
,,BEF,Befolkningen,The population,CPRTYPE,CPR-type,CPR type,1985,12,2020,3,15/07/2020,198512,202003,https://www.dst.dk/extranet/ForskningVariabellister/BEF%20-%20Befolkningen.html,,
1,To identify legal partners,BEF,Befolkningen,The population,E_FAELLE_ID,E_fælle,E_common,1985,12,2020,3,15/07/2020,198512,202003,https://www.dst.dk/extranet/ForskningVariabellister/BEF%20-%20Befolkningen.html,,
1,There are predefined family definitions with variables,BEF,Befolkningen,The population,FAMILIE_ID,Familiens identificerende nummer.,Family identification number.,1985,12,2020,3,15/07/2020,198512,202003,https://www.dst.dk/extranet/ForskningVariabellister/BEF%20-%20Befolkningen.html,https://www.dst.dk/da/Statistik/dokumentation/Times/familieindkomst/familie-id,https://dst.dk/da/TilSalg/Forskningsservice/Dokumentation/hoejkvalitetsvariable/Familier/FAMILIE-ID
1,"Maybe? Not sure, but seems important for this project",BEF,Befolkningen,The population,FAMILIE_TYPE,Familietype,Family type,1985,12,2020,3,15/07/2020,198512,202003,https://www.dst.dk/extranet/ForskningVariabellister/BEF%20-%20Befolkningen.html,https://www.dst.dk/da/Statistik/dokumentation/Times/forebyggelsesregistret/familie-type,https://dst.dk/da/TilSalg/Forskningsservice/Dokumentation/hoejkvalitetsvariable/Familier/FAMILIE-TYPE
1,"Maybe? Not sure, but seems important for this project",BEF,Befolkningen,The population,FAM_KOEN,Køn for hovedpersonen i familien,Gender for the main character in the family,1985,12,2020,3,15/07/2020,198512,202003,https://www.dst.dk/extranet/ForskningVariabellister/BEF%20-%20Befolkningen.html,,
1,To link with other data sources like the father and as a key variable for the project.,BEF,Befolkningen,The population,FAR_ID,Faderens Person Id,Father's Person Id,1985,12,2020,3,15/07/2020,198512,202003,https://www.dst.dk/extranet/ForskningVariabellister/BEF%20-%20Befolkningen.html,,
,,BEF,Befolkningen,The population,FKIRK,Tilhørsforhold til folkekirken.,Belonging to the Danish National Church.,1985,12,2020,3,15/07/2020,200412,202003,https://www.dst.dk/extranet/ForskningVariabellister/BEF%20-%20Befolkningen.html,,
