use_in_application,reason_for_use,register_id,register_name_dk,register_name_english,variable_name,description_dk,description_english,register_start_year,register_start_month,register_last_year,register_last_month,date_last_update,variable_start_year,variable_end_year,register_url,variable_times_url,variable_hkd_url
,,AKM,Arbejdsklassifikationsmodulet,The work classification module,BRCHL,Branchekode for lønmodtager,Industry code for employee,1976,,2018,,21/11/2019,1976,1999,https://www.dst.dk/extranet/ForskningVariabellister/AKM%20-%20Arbejdsklassifikationsmodulet.html,,
,,AKM,Arbejdsklassifikationsmodulet,The work classification module,CPRTJEK,CPR-tjek,CPR check,1976,,2018,,21/11/2019,1991,2018,https://www.dst.dk/extranet/ForskningVariabellister/AKM%20-%20Arbejdsklassifikationsmodulet.html,,
,,AKM,Arbejdsklassifikationsmodulet,The work classification module,CPRTYPE,CPR-type,CPR type,1976,,2018,,21/11/2019,1991,2018,https://www.dst.dk/extranet/ForskningVariabellister/AKM%20-%20Arbejdsklassifikationsmodulet.html,,
,,AKM,Arbejdsklassifikationsmodulet,The work classification module,DISCO08_ALLE_INDK,"Fagklassifikation for beskæftigelsesforhold, fra 2010 (AKM)","Professional classification for employment conditions, from 2010 (AKM)",1976,,2018,,21/11/2019,2010,2013,https://www.dst.dk/extranet/ForskningVariabellister/AKM%20-%20Arbejdsklassifikationsmodulet.html,https://www.dst.dk/da/Statistik/dokumentation/Times/Personindkomst/DISCO08-ALLE-INDK,https://dst.dk/da/TilSalg/Forskningsservice/Dokumentation/hoejkvalitetsvariable/Personers-tilknytning-til-arbejdsmarkedet-set-over-hele-aaret--AKM-/DISCO08-ALLE-INDK
,,AKM,Arbejdsklassifikationsmodulet,The work classification module,DISCO08_ALLE_INDK_13,Fagkode for væsentligste beskæftigelse i året- fra 2010 (AKM),Subject code for most important employment in the year - from 2010 (AKM),1976,,2018,,21/11/2019,2010,2018,https://www.dst.dk/extranet/ForskningVariabellister/AKM%20-%20Arbejdsklassifikationsmodulet.html,https://www.dst.dk/da/Statistik/dokumentation/Times/Personindkomst/DISCO08-ALLE-INDK-13,https://dst.dk/da/TilSalg/Forskningsservice/Dokumentation/hoejkvalitetsvariable/Personers-tilknytning-til-arbejdsmarkedet-set-over-hele-aaret--AKM-/DISCO08-ALLE-INDK-13
,,AKM,Arbejdsklassifikationsmodulet,The work classification module,DISCO08_LOEN_INDK,Fagkode for væsentligste lønmodtagerbeskæftigelse i året. (AKM),Subject code for most important employee employment in the year. (AKM),1976,,2018,,21/11/2019,2010,2018,https://www.dst.dk/extranet/ForskningVariabellister/AKM%20-%20Arbejdsklassifikationsmodulet.html,,
,,AKM,Arbejdsklassifikationsmodulet,The work classification module,DISCO08_SEL_INDK,Fagkode for arbejde i selvstændig virksomhed (AKM),Subject code for work in self-employment (AKM),1976,,2018,,21/11/2019,2010,2018,https://www.dst.dk/extranet/ForskningVariabellister/AKM%20-%20Arbejdsklassifikationsmodulet.html,,
,,AKM,Arbejdsklassifikationsmodulet,The work classification module,DISCOALLE_INDK,"Fagklassifikation for beskæftigelsesforhold, fra 1991 TIL 2009 (AKM)","Professional classification for employment conditions, from 1991 TO 2009 (AKM)",1976,,2018,,21/11/2019,1993,2009,https://www.dst.dk/extranet/ForskningVariabellister/AKM%20-%20Arbejdsklassifikationsmodulet.html,https://www.dst.dk/da/Statistik/dokumentation/Times/Personindkomst/DISCOALLE-INDK,https://dst.dk/da/TilSalg/Forskningsservice/Dokumentation/hoejkvalitetsvariable/Personers-tilknytning-til-arbejdsmarkedet-set-over-hele-aaret--AKM-/DISCOALLE-INDK
,,AKM,Arbejdsklassifikationsmodulet,The work classification module,DISCOLOEN_INDK,Fagkode for væsentligste lønmodtagerbeskæftigelse i året. (AKM),Subject code for most important employee employment in the year. (AKM),1976,,2018,,21/11/2019,1991,2009,https://www.dst.dk/extranet/ForskningVariabellister/AKM%20-%20Arbejdsklassifikationsmodulet.html,,
,,AKM,Arbejdsklassifikationsmodulet,The work classification module,DISCOSEL_INDK,Fagkode for arbejde i selvstændig virksomhed (AKM),Subject code for work in self-employment (AKM),1976,,2018,,21/11/2019,1991,2009,https://www.dst.dk/extranet/ForskningVariabellister/AKM%20-%20Arbejdsklassifikationsmodulet.html,,
,,AKM,Arbejdsklassifikationsmodulet,The work classification module,DISCOTYP,Kilde til lønmodtager DISCO-koden (AKM),Source for employee DISCO code (AKM),1976,,2018,,21/11/2019,1991,2018,https://www.dst.dk/extranet/ForskningVariabellister/AKM%20-%20Arbejdsklassifikationsmodulet.html,https://www.dst.dk/da/Statistik/dokumentation/Times/Personindkomst/DISCOTYP,https://dst.dk/da/TilSalg/Forskningsservice/Dokumentation/hoejkvalitetsvariable/Personers-tilknytning-til-arbejdsmarkedet-set-over-hele-aaret--AKM-/DISCOTYP
,,AKM,Arbejdsklassifikationsmodulet,The work classification module,DISCO_ALLE_INDK_13,"Fagklassifikation for beskæftigelsesforhold, fra 1991 TIL 2009 (AKM)","Professional classification for employment conditions, from 1991 TO 2009 (AKM)",1976,,2018,,21/11/2019,1991,2009,https://www.dst.dk/extranet/ForskningVariabellister/AKM%20-%20Arbejdsklassifikationsmodulet.html,https://www.dst.dk/da/Statistik/dokumentation/Times/Personindkomst/DISCO-ALLE-INDK-13,https://dst.dk/da/TilSalg/Forskningsservice/Dokumentation/hoejkvalitetsvariable/Personers-tilknytning-til-arbejdsmarkedet-set-over-hele-aaret--AKM-/DISCO-ALLE-INDK-13
,,AKM,Arbejdsklassifikationsmodulet,The work classification module,FUNK_TIMEANT,Personens samlede antal arbejdstimer i året.,The person's total number of working hours per year.,1976,,2018,,21/11/2019,2008,2018,https://www.dst.dk/extranet/ForskningVariabellister/AKM%20-%20Arbejdsklassifikationsmodulet.html,,
,,AKM,Arbejdsklassifikationsmodulet,The work classification module,NACE,"Branche for væsentligste beskæftigelse, fra 1992 til 2007 (AKM)","Industry for main employment, from 1992 to 2007 (AKM)",1976,,2018,,21/11/2019,1992,2007,https://www.dst.dk/extranet/ForskningVariabellister/AKM%20-%20Arbejdsklassifikationsmodulet.html,https://www.dst.dk/da/Statistik/dokumentation/Times/Personindkomst/NACE,https://dst.dk/da/TilSalg/Forskningsservice/Dokumentation/hoejkvalitetsvariable/Personers-tilknytning-til-arbejdsmarkedet-set-over-hele-aaret--AKM-/NACE
,,AKM,Arbejdsklassifikationsmodulet,The work classification module,NACEA,Branchegruppering for arbejdssted (1993 til 2007) (AKM),Industry grouping for workplace (1993 to 2007) (AKM),1976,,2018,,21/11/2019,1992,2007,https://www.dst.dk/extranet/ForskningVariabellister/AKM%20-%20Arbejdsklassifikationsmodulet.html,,
,,AKM,Arbejdsklassifikationsmodulet,The work classification module,NACEA_DB07,Branchegruppering for arbejdssted ( fra 2007) (AKM),Industry grouping for workplace (from 2007) (AKM),1976,,2018,,21/11/2019,2007,2018,https://www.dst.dk/extranet/ForskningVariabellister/AKM%20-%20Arbejdsklassifikationsmodulet.html,,
,,AKM,Arbejdsklassifikationsmodulet,The work classification module,NACEI,Branchekode for selvstændige og medarbejdende ægtefællers virksomhed(1993 til 2007) (AKM),Industry code for the business of self-employed and employed spouses (1993 to 2007) (AKM),1976,,2018,,21/11/2019,1993,2007,https://www.dst.dk/extranet/ForskningVariabellister/AKM%20-%20Arbejdsklassifikationsmodulet.html,,
,,AKM,Arbejdsklassifikationsmodulet,The work classification module,NACEI_DB07,Branchegruppering for indehaver (Selvstændig eller medhjælpende ægtefælle) (fra 2007) (AKM),Industry grouping for owner (Self-employed or assisting spouse) (from 2007) (AKM),1976,,2018,,21/11/2019,2007,2018,https://www.dst.dk/extranet/ForskningVariabellister/AKM%20-%20Arbejdsklassifikationsmodulet.html,,
,,AKM,Arbejdsklassifikationsmodulet,The work classification module,NACE_13,"Branche for væsentligste beskæftigelse, fra 1993 til 2007 (AKM)","Industry for main employment, from 1993 to 2007 (AKM)",1976,,2018,,21/11/2019,1993,2007,https://www.dst.dk/extranet/ForskningVariabellister/AKM%20-%20Arbejdsklassifikationsmodulet.html,https://www.dst.dk/da/Statistik/dokumentation/Times/Personindkomst/NACE-13,https://dst.dk/da/TilSalg/Forskningsservice/Dokumentation/hoejkvalitetsvariable/Personers-tilknytning-til-arbejdsmarkedet-set-over-hele-aaret--AKM-/NACE-13
,,AKM,Arbejdsklassifikationsmodulet,The work classification module,NACE_DB07,"Branche for væsentligste beskæftigelse, fra 2008-2013 (AKM)","Industry for most important employment, from 2008-2013 (AKM)",1976,,2018,,21/11/2019,2007,2013,https://www.dst.dk/extranet/ForskningVariabellister/AKM%20-%20Arbejdsklassifikationsmodulet.html,https://www.dst.dk/da/Statistik/dokumentation/Times/Personindkomst/NACE-DB07,https://dst.dk/da/TilSalg/Forskningsservice/Dokumentation/hoejkvalitetsvariable/Personers-tilknytning-til-arbejdsmarkedet-set-over-hele-aaret--AKM-/NACE-DB07
,,AKM,Arbejdsklassifikationsmodulet,The work classification module,NACE_DB07_13,"Branche for væsentligste beskæftigelse, fra 2007(AKM)","Industry for most important employment, from 2007 (AKM)",1976,,2018,,21/11/2019,2007,2018,https://www.dst.dk/extranet/ForskningVariabellister/AKM%20-%20Arbejdsklassifikationsmodulet.html,https://www.dst.dk/da/Statistik/dokumentation/Times/Personindkomst/NACE-DB07-13,https://dst.dk/da/TilSalg/Forskningsservice/Dokumentation/hoejkvalitetsvariable/Personers-tilknytning-til-arbejdsmarkedet-set-over-hele-aaret--AKM-/NACE-DB07-13
,,AKM,Arbejdsklassifikationsmodulet,The work classification module,NYSTGR,Stillingsgruppering 1980 til 1995 (AKM),Job grouping 1980 to 1995 (AKM),1976,,2018,,21/11/2019,1980,1999,https://www.dst.dk/extranet/ForskningVariabellister/AKM%20-%20Arbejdsklassifikationsmodulet.html,https://www.dst.dk/da/Statistik/dokumentation/Times/Personindkomst/NYSTGR,https://dst.dk/da/TilSalg/Forskningsservice/Dokumentation/hoejkvalitetsvariable/Personers-tilknytning-til-arbejdsmarkedet-set-over-hele-aaret--AKM-/NYSTGR
,,AKM,Arbejdsklassifikationsmodulet,The work classification module,OMFANG,Omfang af skattepligt,Extent of tax liability,1976,,2018,,21/11/2019,1991,2018,https://www.dst.dk/extranet/ForskningVariabellister/AKM%20-%20Arbejdsklassifikationsmodulet.html,https://www.dst.dk/da/Statistik/dokumentation/Times/Personindkomst/OMFANG,https://dst.dk/da/TilSalg/Forskningsservice/Dokumentation/hoejkvalitetsvariable/Personindkomster/OMFANG
,,AKM,Arbejdsklassifikationsmodulet,The work classification module,PNR,Personnummer,Social security number,1976,,2018,,21/11/2019,1976,2018,https://www.dst.dk/extranet/ForskningVariabellister/AKM%20-%20Arbejdsklassifikationsmodulet.html,https://www.dst.dk/da/Statistik/dokumentation/Times/Forskningsservice/PNR,https://dst.dk/da/TilSalg/Forskningsservice/Dokumentation/hoejkvalitetsvariable/Folketal/PNR
,,AKM,Arbejdsklassifikationsmodulet,The work classification module,SENR,SENR,SENR,1976,,2018,,21/11/2019,1985,2002,https://www.dst.dk/extranet/ForskningVariabellister/AKM%20-%20Arbejdsklassifikationsmodulet.html,https://www.dst.dk/da/Statistik/dokumentation/Times/Moduldata-for-Arbejdsmarked/SENR,https://dst.dk/da/TilSalg/Forskningsservice/Dokumentation/hoejkvalitetsvariable/Loenoplysninger-fra-det-centrale-oplysningsseddelregister/SENR
,,AKM,Arbejdsklassifikationsmodulet,The work classification module,SENRI,SE-nummer for den virksomhed som personen ejer,SE number of the company that the person owns,1976,,2018,,21/11/2019,1985,2002,https://www.dst.dk/extranet/ForskningVariabellister/AKM%20-%20Arbejdsklassifikationsmodulet.html,,
,,AKM,Arbejdsklassifikationsmodulet,The work classification module,SENRL,SE-nummer for lønmodtager,SE number for employee,1976,,2018,,21/11/2019,1985,1998,https://www.dst.dk/extranet/ForskningVariabellister/AKM%20-%20Arbejdsklassifikationsmodulet.html,,
,,AKM,Arbejdsklassifikationsmodulet,The work classification module,SOCIO,Socioøkonomisk klassifikation fra 1994 til 2001 (AKM),Socio-economic classification from 1994 to 2001 (AKM),1976,,2018,,21/11/2019,1994,2001,https://www.dst.dk/extranet/ForskningVariabellister/AKM%20-%20Arbejdsklassifikationsmodulet.html,https://www.dst.dk/da/Statistik/dokumentation/Times/Personindkomst/SOCIO,https://dst.dk/da/TilSalg/Forskningsservice/Dokumentation/hoejkvalitetsvariable/Personers-tilknytning-til-arbejdsmarkedet-set-over-hele-aaret--AKM-/SOCIO
,,AKM,Arbejdsklassifikationsmodulet,The work classification module,SOCIO02,Socioøkonomisk klassifikation fra 2002 (AKM),Socio-economic classification from 2002 (AKM),1976,,2018,,21/11/2019,2002,2013,https://www.dst.dk/extranet/ForskningVariabellister/AKM%20-%20Arbejdsklassifikationsmodulet.html,https://www.dst.dk/da/Statistik/dokumentation/Times/Personindkomst/SOCIO02,https://dst.dk/da/TilSalg/Forskningsservice/Dokumentation/hoejkvalitetsvariable/Personers-tilknytning-til-arbejdsmarkedet-set-over-hele-aaret--AKM-/SOCIO02
,,AKM,Arbejdsklassifikationsmodulet,The work classification module,SOCIO13,Socioøkonomisk klassifikation version 2013 (AKM),Socio-economic classification version 2013 (AKM),1976,,2018,,21/11/2019,1991,2018,https://www.dst.dk/extranet/ForskningVariabellister/AKM%20-%20Arbejdsklassifikationsmodulet.html,https://www.dst.dk/da/Statistik/dokumentation/Times/Personindkomst/SOCIO13,https://dst.dk/da/TilSalg/Forskningsservice/Dokumentation/hoejkvalitetsvariable/Personers-tilknytning-til-arbejdsmarkedet-set-over-hele-aaret--AKM-/SOCIO13
,,AKM,Arbejdsklassifikationsmodulet,The work classification module,SOCIO_GL,Socioøkonomisk klassifikation fra 1976 til 1990,Socio-economic classification from 1976 to 1990,1976,,2018,,21/11/2019,1976,1990,https://www.dst.dk/extranet/ForskningVariabellister/AKM%20-%20Arbejdsklassifikationsmodulet.html,,
,,AKM,Arbejdsklassifikationsmodulet,The work classification module,TYP,Stillingstype,Job type,1976,,2018,,21/11/2019,1980,1999,https://www.dst.dk/extranet/ForskningVariabellister/AKM%20-%20Arbejdsklassifikationsmodulet.html,,
,,AKM,Arbejdsklassifikationsmodulet,The work classification module,VERSION,Moduldata version,Modular data version,1976,,2018,,21/11/2019,1991,2018,https://www.dst.dk/extranet/ForskningVariabellister/AKM%20-%20Arbejdsklassifikationsmodulet.html,,
,,AKM,Arbejdsklassifikationsmodulet,The work classification module,VIRKF,Virksomhedskode angiver hvilken form for ejerskab der er på den arbejdsplads personen får størst erhrvsindkomst fra (AKM),Company code indicates what kind of ownership is in the workplace the person receives the most earned income from (AKM),1976,,2018,,21/11/2019,2001,2013,https://www.dst.dk/extranet/ForskningVariabellister/AKM%20-%20Arbejdsklassifikationsmodulet.html,,
,,AKM,Arbejdsklassifikationsmodulet,The work classification module,VIRKFA,Virksomhedskode angiver hvilken form for ejerskab der er på den arbejdsplads personen får størstklønindkomst/arbejdstimer (AKM),Company code indicates what kind of ownership is in the workplace the person receives the largest salary income / working hours (AKM),1976,,2018,,21/11/2019,2001,2018,https://www.dst.dk/extranet/ForskningVariabellister/AKM%20-%20Arbejdsklassifikationsmodulet.html,,
,,AKM,Arbejdsklassifikationsmodulet,The work classification module,VIRKF_13,Virksomhedskode angiver hvilken form for ejerskab der er på den arbejdsplads personen får størst erhrvsindkomst fra (AKM),Company code indicates what kind of ownership is in the workplace the person receives the most earned income from (AKM),1976,,2018,,21/11/2019,2001,2018,https://www.dst.dk/extranet/ForskningVariabellister/AKM%20-%20Arbejdsklassifikationsmodulet.html,,
,,AKM,Arbejdsklassifikationsmodulet,The work classification module,ALDER_ULT_INK,,,1976,,2018,,21/11/2019,,,https://www.dst.dk/extranet/ForskningVariabellister/AKM%20-%20Arbejdsklassifikationsmodulet.html,https://www.dst.dk/da/Statistik/dokumentation/Times/Personindkomst/ALDER-ULT-INK,
,,AKM,Arbejdsklassifikationsmodulet,The work classification module,ANT_ANSAT_ARBSTED,,,1976,,2018,,21/11/2019,,,https://www.dst.dk/extranet/ForskningVariabellister/AKM%20-%20Arbejdsklassifikationsmodulet.html,https://www.dst.dk/da/Statistik/dokumentation/Times/Personindkomst/ANT-ANSAT-ARBSTED,
,,AKM,Arbejdsklassifikationsmodulet,The work classification module,ANT_ANSAT_ARBSTED_13,,,1976,,2018,,21/11/2019,,,https://www.dst.dk/extranet/ForskningVariabellister/AKM%20-%20Arbejdsklassifikationsmodulet.html,https://www.dst.dk/da/Statistik/dokumentation/Times/Personindkomst/ANT-ANSAT-ARBSTED-13,
,,AKM,Arbejdsklassifikationsmodulet,The work classification module,ANT_ANSAT_SENR,,,1976,,2018,,21/11/2019,,,https://www.dst.dk/extranet/ForskningVariabellister/AKM%20-%20Arbejdsklassifikationsmodulet.html,https://www.dst.dk/da/Statistik/dokumentation/Times/Personindkomst/ANT-ANSAT-SENR,
,,AKM,Arbejdsklassifikationsmodulet,The work classification module,ATPSUM2,,,1976,,2018,,21/11/2019,,,https://www.dst.dk/extranet/ForskningVariabellister/AKM%20-%20Arbejdsklassifikationsmodulet.html,https://www.dst.dk/da/Statistik/dokumentation/Times/Personindkomst/ATPSUM2,
,,AKM,Arbejdsklassifikationsmodulet,The work classification module,CPRTJEK,,,1976,,2018,,21/11/2019,,,https://www.dst.dk/extranet/ForskningVariabellister/AKM%20-%20Arbejdsklassifikationsmodulet.html,https://www.dst.dk/da/Statistik/dokumentation/Times/forskningsservice/cprtjek,
,,AKM,Arbejdsklassifikationsmodulet,The work classification module,CPRTYPE,,,1976,,2018,,21/11/2019,,,https://www.dst.dk/extranet/ForskningVariabellister/AKM%20-%20Arbejdsklassifikationsmodulet.html,https://www.dst.dk/da/Statistik/dokumentation/Times/forskningsservice/cprtype,
,,AKM,Arbejdsklassifikationsmodulet,The work classification module,DISCO08_LOEN_INDK,,,1976,,2018,,21/11/2019,,,https://www.dst.dk/extranet/ForskningVariabellister/AKM%20-%20Arbejdsklassifikationsmodulet.html,https://www.dst.dk/da/Statistik/dokumentation/Times/Personindkomst/DISCO08-LOEN-INDK,
,,AKM,Arbejdsklassifikationsmodulet,The work classification module,DISCO08_SEL_INDK,,,1976,,2018,,21/11/2019,,,https://www.dst.dk/extranet/ForskningVariabellister/AKM%20-%20Arbejdsklassifikationsmodulet.html,https://www.dst.dk/da/Statistik/dokumentation/Times/Personindkomst/DISCO08-SEL-INDK,
,,AKM,Arbejdsklassifikationsmodulet,The work classification module,DISCOLOEN_INDK,,,1976,,2018,,21/11/2019,,,https://www.dst.dk/extranet/ForskningVariabellister/AKM%20-%20Arbejdsklassifikationsmodulet.html,https://www.dst.dk/da/Statistik/dokumentation/Times/Personindkomst/DISCOLOEN-INDK,
,,AKM,Arbejdsklassifikationsmodulet,The work classification module,DISCOSEL_INDK,,,1976,,2018,,21/11/2019,,,https://www.dst.dk/extranet/ForskningVariabellister/AKM%20-%20Arbejdsklassifikationsmodulet.html,https://www.dst.dk/da/Statistik/dokumentation/Times/Personindkomst/DISCOSEL-INDK,
,,AKM,Arbejdsklassifikationsmodulet,The work classification module,FUNK_TIMEANT,,,1976,,2018,,21/11/2019,,,https://www.dst.dk/extranet/ForskningVariabellister/AKM%20-%20Arbejdsklassifikationsmodulet.html,https://www.dst.dk/da/Statistik/dokumentation/Times/Personindkomst/FUNK-TIMEANT,
,,AKM,Arbejdsklassifikationsmodulet,The work classification module,NACEA,,,1976,,2018,,21/11/2019,,,https://www.dst.dk/extranet/ForskningVariabellister/AKM%20-%20Arbejdsklassifikationsmodulet.html,https://www.dst.dk/da/Statistik/dokumentation/Times/Personindkomst/NACEA,
,,AKM,Arbejdsklassifikationsmodulet,The work classification module,NACEA_DB07,,,1976,,2018,,21/11/2019,,,https://www.dst.dk/extranet/ForskningVariabellister/AKM%20-%20Arbejdsklassifikationsmodulet.html,https://www.dst.dk/da/Statistik/dokumentation/Times/Personindkomst/NACEA-DB07,
,,AKM,Arbejdsklassifikationsmodulet,The work classification module,NACEI,,,1976,,2018,,21/11/2019,,,https://www.dst.dk/extranet/ForskningVariabellister/AKM%20-%20Arbejdsklassifikationsmodulet.html,https://www.dst.dk/da/Statistik/dokumentation/Times/Personindkomst/NACEI,
,,AKM,Arbejdsklassifikationsmodulet,The work classification module,NACEI_DB07,,,1976,,2018,,21/11/2019,,,https://www.dst.dk/extranet/ForskningVariabellister/AKM%20-%20Arbejdsklassifikationsmodulet.html,https://www.dst.dk/da/Statistik/dokumentation/Times/Personindkomst/NACEI-DB07,
,,AKM,Arbejdsklassifikationsmodulet,The work classification module,TYP,,,1976,,2018,,21/11/2019,,,https://www.dst.dk/extranet/ForskningVariabellister/AKM%20-%20Arbejdsklassifikationsmodulet.html,https://www.dst.dk/da/Statistik/dokumentation/Times/Forebyggelsesregistret/TYP,
,,AKM,Arbejdsklassifikationsmodulet,The work classification module,VERSION,,,1976,,2018,,21/11/2019,,,https://www.dst.dk/extranet/ForskningVariabellister/AKM%20-%20Arbejdsklassifikationsmodulet.html,https://www.dst.dk/da/Statistik/dokumentation/Times/Moduldata-faelles-variable/VERSION,
,,AKM,Arbejdsklassifikationsmodulet,The work classification module,VIRKF,,,1976,,2018,,21/11/2019,,,https://www.dst.dk/extranet/ForskningVariabellister/AKM%20-%20Arbejdsklassifikationsmodulet.html,https://www.dst.dk/da/Statistik/dokumentation/Times/Personindkomst/VIRKF,
,,AKM,Arbejdsklassifikationsmodulet,The work classification module,VIRKFA,,,1976,,2018,,21/11/2019,,,https://www.dst.dk/extranet/ForskningVariabellister/AKM%20-%20Arbejdsklassifikationsmodulet.html,https://www.dst.dk/da/Statistik/dokumentation/Times/Personindkomst/VIRKFA,
,,AKM,Arbejdsklassifikationsmodulet,The work classification module,VIRKF_13,,,1976,,2018,,21/11/2019,,,https://www.dst.dk/extranet/ForskningVariabellister/AKM%20-%20Arbejdsklassifikationsmodulet.html,https://www.dst.dk/da/Statistik/dokumentation/Times/Personindkomst/VIRKF-13,
,,BEF,Befolkningen,The population,ADRESSE_ID,Bopælsadresse_id,Residence address_id,1985,12,2020,3,15/07/2020,198512,202003,https://www.dst.dk/extranet/ForskningVariabellister/BEF%20-%20Befolkningen.html,,
,,BEF,Befolkningen,The population,AEGTE_ID,Ægtefælle ID,Spouse ID,1985,12,2020,3,15/07/2020,198512,202003,https://www.dst.dk/extranet/ForskningVariabellister/BEF%20-%20Befolkningen.html,https://www.dst.dk/da/Statistik/dokumentation/Times/CPR-oplysninger/AEGTE-ID,https://dst.dk/da/TilSalg/Forskningsservice/Dokumentation/hoejkvalitetsvariable/Folketal/AEGTE-ID
,,BEF,Befolkningen,The population,ALDER,Alder pr. 1. januar.,Age per 1st of January.,1985,12,2020,3,15/07/2020,198512,202003,https://www.dst.dk/extranet/ForskningVariabellister/BEF%20-%20Befolkningen.html,,
,,BEF,Befolkningen,The population,ANTBOERNF,Antal børn i familien,Number of children in the family,1985,12,2020,3,15/07/2020,198512,202003,https://www.dst.dk/extranet/ForskningVariabellister/BEF%20-%20Befolkningen.html,https://www.dst.dk/da/Statistik/dokumentation/Times/CPR-oplysninger/ANTBOERNF,https://dst.dk/da/TilSalg/Forskningsservice/Dokumentation/hoejkvalitetsvariable/Familier/ANTBOERNF
